transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud
TXN_000100,CUST_01153,No,252,918.37,Web,2024-12-13 19:14:13,1
TXN_000101,CUST_02028,Yes,704,31.14,Mobile,2023-08-10 22:38:20,0
TXN_000102,CUST_02696,Yes,1064,329.91,Mobile,2024-02-16 11:26:54,0
TXN_000103,CUST_01496,Yes,411,44.85,Web,2023-08-05 21:47:44,0
TXN_000104,CUST_01163,Yes,1374,172.08,Web,2024-01-19 02:56:23,0
TXN_000105,CUST_01523,Yes,123,1531.85,POS,2025-05-22 01:19:15,1
TXN_000106,CUST_02641,No,264,114.66,Web,2025-04-17 06:31:47,1
TXN_000107,CUST_00392,No,115,1969.21,Mobile,2024-02-13 03:43:01,1
TXN_000108,CUST_01699,Yes,1623,93.69,Mobile,2025-06-27 02:56:43,0
TXN_000109,CUST_00419,Yes,871,117.93,Mobile,2024-10-27 13:10:14,0
TXN_000110,CUST_02337,No,510,1364.09,Web,2025-06-25 11:41:03,1
TXN_000111,CUST_00379,Yes,572,216.06,POS,2024-09-12 10:43:48,0
TXN_000112,CUST_01797,No,31,1194.73,Mobile,2024-07-16 08:12:20,1
TXN_000113,CUST_02279,No,1384,380.32,Mobile,2023-12-07 16:52:13,0
TXN_000114,CUST_02089,Yes,329,479.24,Mobile,2023-08-03 21:22:52,0
TXN_000115,CUST_02183,Yes,19,2429.67,Mobile,2025-03-02 12:31:01,1
TXN_000116,CUST_00201,Yes,1098,150.68,ATM,2025-02-05 15:36:14,0
TXN_000117,CUST_01864,No,83,3755.64,Mobile,2023-05-22 05:20:54,1
TXN_000118,CUST_00780,No,224,495.53,Mobile,2023-03-15 04:37:32,1
TXN_000119,CUST_02978,Yes,968,442.46,ATM,2023-06-20 08:00:57,0
TXN_000120,CUST_00503,Yes,294,69.71,Mobile,2023-08-26 10:20:14,0
TXN_000121,CUST_02455,Yes,1287,109.74,Web,2025-09-01 16:53:02,0
TXN_000122,CUST_01752,Yes,132,1414.75,Web,2023-09-06 12:33:40,1
TXN_000123,CUST_00805,Yes,1208,16.95,POS,2024-10-17 19:15:51,0
TXN_000124,CUST_02147,Yes,951,61.55,Mobile,2025-07-15 11:44:25,0
TXN_000125,CUST_02732,Yes,717,100.4,Mobile,2023-04-09 16:29:04,0
TXN_000126,CUST_01896,No,101,1616.36,Mobile,2024-08-20 17:09:54,1
TXN_000127,CUST_02774,No,185,868.5,Web,2024-08-15 19:47:53,1
TXN_000128,CUST_01571,No,54,2153.09,Mobile,2025-07-14 16:19:50,1
TXN_000129,CUST_00961,Yes,1383,636.91,Web,2024-12-28 02:09:52,0
TXN_000130,CUST_02661,No,368,652.36,Mobile,2025-04-01 22:48:45,1
TXN_000131,CUST_01486,Yes,1556,412.17,Mobile,2024-01-26 13:23:51,0
TXN_000132,CUST_02691,No,176,783.56,Mobile,2025-05-09 09:45:22,1
TXN_000133,CUST_01029,Yes,738,82.96,Mobile,2023-01-18 20:02:36,0
TXN_000134,CUST_00503,No,60,1054.57,POS,2023-06-27 22:47:54,1
TXN_000135,CUST_02815,No,45,2991.61,Mobile,2025-04-14 03:42:17,1
TXN_000136,CUST_00398,Yes,999,416.25,Web,2024-02-19 11:57:50,0
TXN_000137,CUST_00871,Yes,207,2512.39,Web,2024-06-12 10:39:39,1
TXN_000138,CUST_02843,No,366,3007.33,Mobile,2023-06-23 06:57:59,1
TXN_000139,CUST_00393,Yes,908,597.63,POS,2024-03-31 22:28:40,0
TXN_000140,CUST_00207,Yes,160,406.18,POS,2024-11-06 09:13:24,1
TXN_000141,CUST_01039,Yes,737,81.85,POS,2023-09-03 16:32:54,0
TXN_000142,CUST_01882,No,431,1430.12,Web,2024-12-05 20:02:45,1
TXN_000143,CUST_02940,No,191,1038.36,Mobile,2023-01-06 00:59:38,1
TXN_000144,CUST_01485,No,267,86.66,Mobile,2024-02-14 03:51:19,1
TXN_000145,CUST_00864,Yes,743,124.64,Web,2025-02-16 15:12:10,0
TXN_000146,CUST_02791,Yes,546,57.63,Web,2023-10-05 12:37:29,0
TXN_000147,CUST_00564,No,199,1179.79,POS,2025-02-27 15:44:40,1
TXN_000148,CUST_01021,Yes,1524,30.62,Web,2023-06-15 07:16:58,0
TXN_000149,CUST_00096,Yes,188,620.78,Web,2025-08-29 08:52:51,1
TXN_000150,CUST_01924,No,67,871.67,Web,2024-04-08 14:49:41,1
TXN_000151,CUST_01758,No,139,4134.1,POS,2025-09-19 13:45:49,1
TXN_000152,CUST_02533,Yes,100,116.77,Mobile,2025-02-27 15:02:38,1
TXN_000153,CUST_02279,Yes,367,217.91,Mobile,2025-08-04 00:03:18,0
TXN_000154,CUST_02797,No,58,1073.0,POS,2023-11-05 23:56:36,1
TXN_000155,CUST_01679,No,107,370.62,Web,2023-08-26 10:15:39,1
TXN_000156,CUST_00541,Yes,44,369.21,Mobile,2024-08-03 20:31:07,0
TXN_000157,CUST_01060,Yes,397,1824.15,Web,2023-09-08 22:59:04,1
TXN_000158,CUST_02573,No,127,654.03,Web,2025-04-17 21:30:27,1
TXN_000159,CUST_01184,No,82,3017.14,POS,2025-04-03 21:01:04,1
TXN_000160,CUST_01723,Yes,226,2661.2,Mobile,2023-01-01 21:19:18,1
TXN_000161,CUST_01820,Yes,1423,827.5,Mobile,2025-07-19 10:16:21,0
TXN_000162,CUST_02626,No,38,153.13,Mobile,2024-05-18 13:24:49,1
TXN_000163,CUST_02730,Yes,103,111.41,Mobile,2025-01-29 00:32:28,0
TXN_000164,CUST_02605,Yes,1331,212.89,Web,2023-01-31 06:08:44,0
TXN_000165,CUST_01598,No,129,1101.5,Web,2023-06-23 18:43:51,1
TXN_000166,CUST_02694,Yes,1043,29.63,Web,2024-07-17 20:54:13,0
TXN_000167,CUST_00796,Yes,1068,150.25,Web,2024-04-22 16:57:27,0
TXN_000168,CUST_01052,Yes,400,119.68,POS,2024-01-07 23:25:45,0
TXN_000169,CUST_01644,Yes,254,75.28,Web,2023-03-31 23:36:24,0
TXN_000170,CUST_01364,Yes,715,82.01,Web,2024-01-10 04:20:37,0
TXN_000171,CUST_01982,No,396,1720.23,Mobile,2025-05-31 08:35:59,1
TXN_000172,CUST_01355,Yes,364,115.35,POS,2023-05-03 08:16:32,0
TXN_000173,CUST_01664,No,144,3554.23,Web,2023-05-14 01:23:31,1
TXN_000174,CUST_01530,Yes,102,423.28,Web,2025-01-24 23:02:15,1
TXN_000175,CUST_02039,Yes,1021,159.39,Mobile,2023-04-18 12:25:46,0
TXN_000176,CUST_01497,Yes,209,1073.36,Mobile,2025-04-07 12:43:31,1
TXN_000177,CUST_02238,No,216,1315.64,Mobile,2023-07-15 08:41:30,1
TXN_000178,CUST_01409,Yes,136,1594.47,POS,2023-07-19 10:46:50,1
TXN_000179,CUST_01401,No,1204,460.45,ATM,2025-01-08 07:48:40,0
TXN_000180,CUST_01307,No,424,962.47,Mobile,2025-05-04 02:09:49,1
TXN_000181,CUST_02681,No,73,3099.67,Mobile,2023-09-14 12:22:45,1
TXN_000182,CUST_02676,Yes,1003,219.62,Mobile,2024-02-16 18:01:38,0
TXN_000183,CUST_00973,Yes,1222,161.66,Web,2025-03-30 17:06:16,0
TXN_000184,CUST_01769,Yes,995,214.2,ATM,2025-07-31 07:27:37,0
TXN_000185,CUST_01283,Yes,800,49.14,Mobile,2024-10-19 07:43:32,0
TXN_000186,CUST_00710,Yes,643,92.45,Web,2023-11-26 00:24:33,0
TXN_000187,CUST_01480,Yes,1694,32.76,Mobile,2025-04-17 18:24:55,0
TXN_000188,CUST_01435,Yes,938,134.34,Web,2023-11-09 11:27:18,0
TXN_000189,CUST_00649,Yes,1055,43.54,Mobile,2024-04-29 05:37:32,0
TXN_000190,CUST_00318,No,184,1037.59,Mobile,2024-09-11 19:30:39,1
TXN_000191,CUST_01258,Yes,575,564.2,Mobile,2024-08-03 02:07:31,0
TXN_000192,CUST_00684,Yes,130,1298.12,POS,2024-11-11 13:33:17,1
TXN_000193,CUST_00664,Yes,771,107.04,Web,2025-03-15 00:37:33,0
TXN_000194,CUST_01999,No,51,591.23,Mobile,2024-12-02 08:37:24,1
TXN_000195,CUST_01632,Yes,183,357.13,Mobile,2023-07-07 23:21:48,1
TXN_000196,CUST_01496,No,63,3214.98,Mobile,2024-01-21 02:35:28,1
TXN_000197,CUST_01137,No,418,20.1,Mobile,2023-12-16 01:19:26,0
TXN_000198,CUST_01854,Yes,220,532.98,Mobile,2023-04-10 11:03:30,1
TXN_000199,CUST_01521,Yes,687,109.57,Mobile,2024-06-09 04:44:36,0
TXN_000200,CUST_02490,Yes,50,1941.72,Web,2023-02-02 16:12:50,1
TXN_000201,CUST_00564,Yes,128,205.93,POS,2025-07-02 21:44:19,0
TXN_000202,CUST_01292,No,312,491.63,Mobile,2025-05-10 11:41:28,1
TXN_000203,CUST_01637,No,224,385.04,Mobile,2023-12-24 11:17:56,1
TXN_000204,CUST_03000,No,261,1293.81,Web,2025-07-03 02:38:15,1
TXN_000205,CUST_00699,Yes,1054,934.52,Web,2023-12-09 02:17:57,0
TXN_000206,CUST_02161,Yes,293,30.42,Mobile,2023-01-12 04:05:38,0
TXN_000207,CUST_00002,Yes,991,225.36,POS,2023-04-21 06:48:50,0
TXN_000208,CUST_00642,Yes,656,219.7,Mobile,2025-09-07 09:13:25,0
TXN_000209,CUST_02268,No,72,930.84,POS,2023-04-02 10:58:23,1
TXN_000210,CUST_01590,No,220,1139.74,Mobile,2023-12-22 15:34:06,1
TXN_000211,CUST_00855,Yes,1563,111.65,Mobile,2023-04-15 16:51:58,0
TXN_000212,CUST_01760,No,1497,15.94,Web,2023-02-18 19:09:35,0
TXN_000213,CUST_02433,Yes,1148,153.08,POS,2024-05-28 07:16:01,0
TXN_000214,CUST_01662,Yes,887,74.61,Web,2023-04-21 01:45:12,0
TXN_000215,CUST_01154,Yes,813,142.54,POS,2025-03-09 17:07:46,0
TXN_000216,CUST_01077,No,60,2327.81,POS,2024-01-05 17:27:21,1
TXN_000217,CUST_01708,Yes,66,2626.88,POS,2024-03-08 14:23:05,1
TXN_000218,CUST_02778,Yes,1263,387.65,Mobile,2025-01-24 01:33:51,0
TXN_000219,CUST_01696,No,484,375.57,Mobile,2023-11-29 19:19:37,1
TXN_000220,CUST_01734,Yes,573,140.42,Mobile,2025-04-17 16:05:53,0
TXN_000221,CUST_01440,Yes,101,321.34,Web,2023-07-25 12:56:35,0
TXN_000222,CUST_02295,No,13,526.09,Mobile,2025-06-06 02:01:46,1
TXN_000223,CUST_00836,Yes,1261,76.61,Web,2025-06-14 02:43:38,0
TXN_000224,CUST_00203,No,534,1778.96,Mobile,2025-01-04 06:27:11,1
TXN_000225,CUST_00123,No,382,1752.57,Web,2024-01-13 11:35:37,1
TXN_000226,CUST_00401,Yes,1414,342.41,Web,2025-01-04 17:42:33,0
TXN_000227,CUST_00767,Yes,560,356.01,Mobile,2024-09-24 08:17:43,0
TXN_000228,CUST_00294,Yes,571,400.82,Mobile,2023-10-23 18:59:46,0
TXN_000229,CUST_02328,Yes,370,227.04,Mobile,2023-05-27 12:43:14,0
TXN_000230,CUST_02932,No,13,2066.78,Web,2023-05-31 13:50:33,1
TXN_000231,CUST_00198,No,302,1597.46,Mobile,2024-10-31 14:45:10,1
TXN_000232,CUST_01931,Yes,1549,129.12,Web,2024-07-04 09:10:14,0
TXN_000233,CUST_02800,Yes,1038,173.77,Mobile,2024-10-20 00:09:20,0
TXN_000234,CUST_02192,Yes,68,777.82,Mobile,2024-09-30 15:00:13,1
TXN_000235,CUST_00609,No,93,1223.82,Mobile,2024-12-26 11:56:29,1
TXN_000236,CUST_01148,No,854,166.49,Mobile,2023-03-26 03:38:53,0
TXN_000237,CUST_00187,Yes,981,136.92,Web,2023-06-02 21:17:03,0
TXN_000238,CUST_02512,Yes,314,139.85,Mobile,2023-04-05 03:48:15,0
TXN_000239,CUST_01795,No,304,4081.91,Mobile,2024-09-17 10:48:33,1
TXN_000240,CUST_00660,Yes,35,2226.07,Mobile,2024-06-11 02:07:04,1
TXN_000241,CUST_02812,No,292,4850.03,Mobile,2023-06-19 17:50:41,1
TXN_000242,CUST_01956,Yes,895,161.56,Web,2024-01-22 06:34:48,0
TXN_000243,CUST_02451,No,179,1087.27,Mobile,2023-10-25 14:59:44,1
TXN_000244,CUST_01370,No,20,2779.28,Mobile,2023-10-23 11:30:07,1
TXN_000245,CUST_01987,Yes,762,154.02,Web,2025-04-13 02:10:55,0
TXN_000246,CUST_01535,No,248,5444.72,Web,2024-11-27 21:31:31,1
TXN_000247,CUST_00147,Yes,847,77.89,Web,2023-08-06 18:22:29,0
TXN_000248,CUST_02912,No,100,305.88,POS,2024-10-17 08:53:15,1
TXN_000249,CUST_01735,No,944,244.73,Mobile,2023-10-13 00:55:47,0
TXN_000250,CUST_01844,No,197,162.55,Web,2024-03-08 16:54:56,1
TXN_000251,CUST_00489,No,1449,255.38,Mobile,2024-12-19 16:01:28,0
TXN_000252,CUST_02977,Yes,1361,186.96,Mobile,2024-01-24 01:27:33,0
TXN_000253,CUST_01960,No,107,770.74,POS,2023-04-28 02:33:08,1
TXN_000254,CUST_01664,No,10,2025.14,Web,2024-11-19 09:06:41,1
TXN_000255,CUST_02599,Yes,74,385.93,Web,2025-05-04 21:36:53,1
TXN_000256,CUST_02386,Yes,690,66.03,POS,2023-06-02 02:18:07,0
TXN_000257,CUST_02920,Yes,221,448.04,Web,2023-03-20 14:04:10,1
TXN_000258,CUST_00641,No,328,543.81,Web,2025-04-19 18:34:44,1
TXN_000259,CUST_01803,Yes,1395,270.39,ATM,2023-01-23 22:12:45,0
TXN_000260,CUST_02521,No,37,402.44,Mobile,2023-05-25 21:05:17,1
TXN_000261,CUST_01970,Yes,695,136.95,Web,2024-01-03 04:51:58,0
TXN_000262,CUST_02199,Yes,35,582.7,Web,2023-09-16 08:31:39,1
TXN_000263,CUST_01439,No,266,1137.39,Web,2024-09-23 08:12:51,1
TXN_000264,CUST_01635,Yes,120,168.27,Web,2025-01-24 10:00:48,1
TXN_000265,CUST_00263,No,113,2026.6,POS,2025-01-17 18:20:33,1
TXN_000266,CUST_01788,Yes,1051,235.95,Mobile,2023-11-29 01:04:36,0
TXN_000267,CUST_02192,No,218,1540.57,Mobile,2024-09-14 23:51:56,1
TXN_000268,CUST_02394,Yes,587,229.22,POS,2023-04-02 02:05:10,0
TXN_000269,CUST_00624,Yes,703,72.59,Mobile,2023-09-13 18:07:00,0
TXN_000270,CUST_01017,Yes,66,986.23,Web,2024-08-11 17:08:31,1
TXN_000271,CUST_00881,Yes,747,101.58,Mobile,2023-01-04 08:21:29,0
TXN_000272,CUST_02050,Yes,257,484.46,POS,2024-08-29 11:58:41,1
TXN_000273,CUST_02945,Yes,141,2023.25,POS,2024-02-16 23:29:11,1
TXN_000274,CUST_01328,Yes,440,256.63,Web,2024-12-07 19:56:29,0
TXN_000275,CUST_02302,No,60,5307.31,Mobile,2024-03-19 02:51:43,1
TXN_000276,CUST_00453,Yes,153,2162.28,Mobile,2024-10-19 02:51:43,1
TXN_000277,CUST_01184,Yes,139,191.83,POS,2025-05-13 08:32:41,0
TXN_000278,CUST_02057,Yes,302,406.27,Web,2025-01-26 00:25:31,0
TXN_000279,CUST_01683,Yes,71,1563.64,Mobile,2023-08-29 11:14:38,1
TXN_000280,CUST_02864,No,1152,166.56,POS,2023-10-22 23:54:20,0
TXN_000281,CUST_02256,No,1160,107.63,Mobile,2024-04-05 22:04:10,0
TXN_000282,CUST_01155,No,437,136.36,Mobile,2023-12-05 04:28:39,1
TXN_000283,CUST_00404,Yes,940,103.2,Web,2023-04-01 20:24:54,0
TXN_000284,CUST_02200,Yes,994,451.82,Web,2025-06-18 17:24:22,0
TXN_000285,CUST_02102,No,69,1420.1,Web,2025-04-22 06:30:08,1
TXN_000286,CUST_01697,No,79,1017.84,POS,2023-04-05 16:39:46,1
TXN_000287,CUST_00628,Yes,1732,97.27,Web,2024-05-02 04:02:05,0
TXN_000288,CUST_00587,Yes,1004,166.66,Mobile,2023-03-30 19:16:33,0
TXN_000289,CUST_01649,Yes,1039,226.24,Mobile,2023-03-19 21:26:30,0
TXN_000290,CUST_01444,Yes,441,122.83,Web,2025-06-26 11:43:09,0
TXN_000291,CUST_01446,Yes,1064,989.59,Mobile,2025-01-10 15:57:51,0
TXN_000292,CUST_00104,No,251,86.8,Mobile,2025-02-20 03:37:15,1
TXN_000293,CUST_00254,No,342,3164.42,POS,2025-04-05 01:49:03,1
TXN_000294,CUST_02558,No,1152,251.4,Mobile,2023-09-02 13:31:03,0
TXN_000295,CUST_01497,Yes,849,234.44,Mobile,2023-03-30 08:37:27,0
TXN_000296,CUST_00099,Yes,832,189.92,Web,2025-02-27 21:13:07,0
TXN_000297,CUST_02201,Yes,871,74.87,POS,2023-05-05 10:46:18,0
TXN_000298,CUST_01885,Yes,942,417.38,Web,2023-10-16 16:03:24,0
TXN_000299,CUST_02962,Yes,1407,10.29,Mobile,2023-04-17 10:39:37,0
TXN_000300,CUST_01920,Yes,1329,400.18,Web,2025-07-13 08:31:00,0
TXN_000301,CUST_00878,No,270,54.88,POS,2023-04-16 13:45:52,1
TXN_000302,CUST_00338,Yes,1711,540.68,Mobile,2024-01-01 09:02:12,0
TXN_000303,CUST_02870,Yes,162,156.28,Mobile,2024-09-19 05:50:37,0
TXN_000304,CUST_00957,No,27,655.22,Web,2023-07-06 05:41:48,1
TXN_000305,CUST_01705,No,117,2582.9,Mobile,2025-06-03 23:02:19,1
TXN_000306,CUST_00161,Yes,631,143.63,Mobile,2024-01-18 11:34:24,0
TXN_000307,CUST_01604,Yes,528,31.89,Mobile,2025-06-18 07:40:00,0
TXN_000308,CUST_02849,Yes,213,192.32,Web,2025-07-12 13:16:50,0
TXN_000309,CUST_00398,Yes,775,63.53,ATM,2023-03-03 17:40:35,0
TXN_000310,CUST_01301,Yes,1257,218.57,POS,2025-08-20 04:12:59,0
TXN_000311,CUST_00816,No,1209,99.05,Web,2023-05-08 08:33:46,0
TXN_000312,CUST_01528,No,30,2379.44,POS,2024-10-13 05:50:15,1
TXN_000313,CUST_01920,Yes,164,190.87,Mobile,2025-06-25 16:52:48,1
TXN_000314,CUST_01416,Yes,1443,21.89,Mobile,2025-05-28 01:11:13,0
TXN_000315,CUST_01159,No,184,6018.02,Web,2025-03-23 02:45:08,1
TXN_000316,CUST_01219,No,88,1289.58,Mobile,2024-05-06 11:07:21,1
TXN_000317,CUST_00401,Yes,1014,259.43,Mobile,2024-02-10 02:02:59,0
TXN_000318,CUST_00640,Yes,904,37.76,Mobile,2023-11-14 07:20:05,0
TXN_000319,CUST_02736,Yes,290,2261.34,Mobile,2024-05-03 01:37:24,1
TXN_000320,CUST_00460,Yes,300,62.23,Mobile,2024-01-06 18:51:26,0
TXN_000321,CUST_00955,Yes,497,701.01,Mobile,2024-02-17 14:49:36,0
TXN_000322,CUST_00470,No,1172,264.52,Web,2024-09-06 19:57:57,0
TXN_000323,CUST_01046,Yes,219,41.18,POS,2023-07-23 07:29:45,0
TXN_000324,CUST_02798,No,282,261.34,Mobile,2024-04-11 00:42:06,1
TXN_000325,CUST_01694,Yes,1079,178.31,Web,2024-12-11 06:34:03,0
